,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,install_clean,size_kb
5055,Ariana News AF,NEWS_AND_MAGAZINES,4.1,20,3.1,"5,000+",Free,0.0,Everyone,News & Magazines,2017-07-10,1,4.0 and up,5000,False
5060,easyFocus,PHOTOGRAPHY,3.7,3396,0.266,"500,000+",Free,0.0,Everyone,Photography,2012-11-28,1,2.2 and up,500000,True
5062,Open Camera,PHOTOGRAPHY,4.3,116769,2.0,"10,000,000+",Free,0.0,Everyone,Photography,2018-04-23,1,4.0.3 and up,10000000,False
5063,Blur Image - DSLR focus effect,PHOTOGRAPHY,3.9,38055,4.1,"5,000,000+",Free,0.0,Everyone,Photography,2017-06-16,1,4.0 and up,5000000,False
5064,Tafsiir Quraan MP3 Af Soomaali Quraanka Kariimka,LIFESTYLE,5.0,7,3.4,"1,000+",Free,0.0,Everyone,Lifestyle,2018-06-09,1,4.0 and up,1000,False
5065,Camera Pro,PHOTOGRAPHY,4.1,7479,13.0,"1,000,000+",Free,0.0,Everyone,Photography,2018-04-16,5,4.0 and up,1000000,False
5066,Rоhi.af,NEWS_AND_MAGAZINES,4.8,46,46.0,"1,000+",Free,0.0,Everyone,News & Magazines,2017-05-01,1,4.1 and up,1000,False
5067,HD Camera - silent shutter,PHOTOGRAPHY,4.0,26530,3.9,"1,000,000+",Free,0.0,Everyone,Photography,2018-07-23,2,3.2 and up,1000000,False
5070,Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,3.8,6,3.5,"1,000+",Free,0.0,Everyone,Photography,2018-02-20,1,4.0.3 and up,1000,False
5074,Gun Strike Shoot,GAME,4.1,94761,17.0,"10,000,000+",Free,0.0,Teen,Action,2017-02-21,1,2.3 and up,10000000,False
5075,All Football - Latest News & Videos,SPORTS,4.6,152653,17.0,"10,000,000+",Free,0.0,Everyone,Sports,2018-08-03,3,4.1 and up,10000000,False
5076,50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,4.1,52312,11.0,"5,000,000+",Free,0.0,Teen,Books & Reference,2018-05-19,5,4.4 and up,5000000,False
5078,King of Avalon: Dragon Warfare,FAMILY,4.2,306652,64.0,"10,000,000+",Free,0.0,Everyone 10+,Strategy,2018-07-31,4,4.0.3 and up,10000000,False
5079,What's Up,LIFESTYLE,4.1,23453,10.0,"1,000,000+",Free,0.0,Everyone,Lifestyle,2017-10-26,2,4.0 and up,1000000,False
5080,Afterlight,PHOTOGRAPHY,4.3,50893,35.0,"1,000,000+",Free,0.0,Everyone,Photography,2014-11-20,1,4.0.3 and up,1000000,False
5081,Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,2215,12.0,"500,000+",Free,0.0,Everyone,Photography,2018-07-27,1,4.3 and up,500000,False
5082,Blur,PHOTOGRAPHY,4.0,9013,2.4,"1,000,000+",Free,0.0,Everyone,Photography,2018-06-18,4,4.4 and up,1000000,False
5083,"AG Contacts, Premium edition",COMMUNICATION,4.5,88,3.7,500+,Paid,4.99,Everyone,Communication,2018-05-18,8,4.0.3 and up,500,False
5084,Ag PhD Field Guide,BOOKS_AND_REFERENCE,4.1,114,6.3,"10,000+",Free,0.0,Everyone,Books & Reference,2015-05-25,2,2.3 and up,10000,False
5085,AG Drive 3D,GAME,3.8,164,22.0,"10,000+",Free,0.0,Everyone,Adventure,2015-03-20,1,2.3.3 and up,10000,False
5087,"AG Contacts, Lite edition",COMMUNICATION,4.5,185,3.7,"5,000+",Free,0.0,Everyone,Communication,2018-05-18,8,4.0.3 and up,5000,False
5089,Trimble Ag Mobile,PRODUCTIVITY,4.1,85,44.0,"10,000+",Free,0.0,Everyone,Productivity,2018-08-02,2,4.1 and up,10000,False
5091,Ag PhD Deficiencies,BOOKS_AND_REFERENCE,3.9,20,9.7,"10,000+",Free,0.0,Everyone,Books & Reference,2016-06-21,1,4.0.3 and up,10000,False
5092,AG Screen Recorder,TOOLS,3.7,7,2.7,"1,000+",Free,0.0,Everyone,Tools,2018-04-03,3,5.0 and up,1000,False
5094,AG Subway Simulator Mobile,FAMILY,4.5,623,47.0,"5,000+",Paid,0.99,Everyone,Simulation,2018-06-02,1,4.1 and up,5000,False
5095,AG Subway Simulator Lite,FAMILY,4.4,6738,56.0,"100,000+",Free,0.0,Everyone,Simulation,2018-06-08,1,4.1 and up,100000,False
5097,EZ Ag Mobile,FINANCE,3.4,19,24.0,"5,000+",Free,0.0,Everyone,Finance,2017-08-12,9,3.0 and up,5000,False
5102,Ag PhD Soils,PRODUCTIVITY,2.3,3,16.0,"1,000+",Free,0.0,Everyone,Productivity,2018-07-16,1,4.4 and up,1000,False
5103,All States Ag Parts,SHOPPING,4.7,68,6.5,"10,000+",Free,0.0,Everyone,Shopping,2018-01-25,5,5.0 and up,10000,False
5104,VR AG Racing for Cardboard,GAME,3.4,13,27.0,"1,000+",Free,0.0,Everyone,Racing,2016-09-29,1,4.1 and up,1000,False
5105,Safe Ag Systems™,BUSINESS,4.7,3,36.0,100+,Free,0.0,Everyone,Business,2018-07-22,2,4.0.3 and up,100,False
5108,Lakeside AG Moultrie,LIFESTYLE,5.0,3,8.6,50+,Free,0.0,Everyone,Lifestyle,2017-05-23,1,4.1 and up,50,False
5117,Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64,15.0,"10,000+",Free,0.0,Everyone,Productivity,2017-10-16,4,4.4 and up,10000,False
5118,Eternal Light AG,SOCIAL,5.0,30,13.0,100+,Free,0.0,Teen,Social,2018-05-19,1,4.0.3 and up,100,False
5121,Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,4.3,375,15.0,"10,000+",Free,0.0,Everyone,Libraries & Demo,2018-06-01,2,4.0.3 and up,10000,False
5125,Ag Valley Cooperative,BUSINESS,5.0,6,74.0,500+,Free,0.0,Everyone,Business,2017-06-26,2,4.0 and up,500,False
5128,Fertilizer Removal By Crop,BOOKS_AND_REFERENCE,4.1,295,6.9,"50,000+",Free,0.0,Everyone,Books & Reference,2017-06-20,2,4.0.3 and up,50000,False
5129,AG Track,TOOLS,4.1,12,8.7,100+,Free,0.0,Everyone,Tools,2018-03-23,3,4.0 and up,100,False
5130,Denis Brogniart - AH !,FAMILY,4.5,2931,0.818,"100,000+",Free,0.0,Everyone,Entertainment,2017-08-04,1,4.2 and up,100000,True
5133,AH Connect (Adventist Health),HEALTH_AND_FITNESS,3.4,5,59.0,"1,000+",Free,0.0,Everyone,Health & Fitness,2018-01-23,3,4.4 and up,1000,False
5138,AH Kollection for KLWP,PERSONALIZATION,4.6,644,59.0,"50,000+",Free,0.0,Everyone,Personalization,2017-04-30,Version 1,4.4 and up,50000,False
5139,Chenoweth AH,MEDICAL,5.0,1,27.0,100+,Free,0.0,Everyone,Medical,2017-04-03,300000,4.0.3 and up,100,False
5143,Ah! Cutie,FAMILY,3.9,536,10.0,"10,000+",Free,0.0,Everyone,Casual,2017-06-27,2,4.0 and up,10000,False
5144,AH Alarm Panel,TOOLS,3.9,7,0.081,100+,Paid,4.99,Everyone,Tools,2011-05-12,1,1.5 and up,100,True
5145,Arrowhead AH App,MEDICAL,5.0,3,28.0,100+,Free,0.0,Everyone,Medical,2017-04-21,300000,4.0.3 and up,100,False
5146,Ah! Monster,FAMILY,4.1,1998,9.8,"100,000+",Free,0.0,Everyone,Casual,2017-06-21,4,4.0 and up,100000,False
5148,Kimbrough AH,MEDICAL,5.0,5,28.0,100+,Free,0.0,Everyone,Medical,2017-09-21,300000,4.0.3 and up,100,False
5149,The Ah Yeah! Button,FAMILY,3.0,30,0.318,"5,000+",Free,0.0,Everyone,Entertainment,2013-10-01,1,2.3 and up,5000,True
5150,Bee'ah Employee App,COMMUNICATION,4.0,4,5.4,100+,Free,0.0,Teen,Communication,2017-12-24,2,5.0 and up,100,False
5151,Clarksburg AH,MEDICAL,1.0,1,28.0,50+,Free,0.0,Everyone,Medical,2017-05-01,300000,4.0.3 and up,50,False
5153,Prestige AH,MEDICAL,4.0,2,29.0,100+,Free,0.0,Everyone,Medical,2017-05-11,300000,4.0.3 and up,100,False
5156,Ebenezer AH,MEDICAL,4.0,4,27.0,500+,Free,0.0,Everyone,Medical,2017-05-05,300000,4.0.3 and up,500,False
5158,AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,3.8,1088,86.0,"100,000+",Free,0.0,Teen,Action,2018-02-16,1,4.3 and up,100000,False
5167,Ah! Bird,SPORTS,3.5,1689,5.7,"100,000+",Free,0.0,Everyone,Sports,2017-08-29,1,4.3 and up,100000,False
5173,Brandon Lakes AH,MEDICAL,2.6,5,27.0,100+,Free,0.0,Everyone,Medical,2017-05-05,300000,4.0.3 and up,100,False
5175,Ah! Coins,GAME,3.4,256,9.1,"50,000+",Free,0.0,Everyone,Action,2016-12-08,1,2.3 and up,50000,False
5178,Replika,FAMILY,4.5,45458,35.0,"1,000,000+",Free,0.0,Mature 17+,Entertainment,2018-08-03,1,4.4 and up,1000000,False
5179,Ai illustrator viewer,ART_AND_DESIGN,3.4,486,5.9,"100,000+",Free,0.0,Everyone,Art & Design,2018-07-26,5,5.0 and up,100000,False
5180,Real AI,FAMILY,3.8,949,1.2,"50,000+",Free,0.0,Everyone,Entertainment,2018-07-22,4,4.0 and up,50000,False
5181,The Artificial Intelligence Project (A.I. Chat),FAMILY,3.0,76,39.0,"5,000+",Paid,1.99,Everyone,Simulation,2018-03-29,1,2.3 and up,5000,False
5182,Virtual Assistant DataBot: Artificial Intelligence,FAMILY,4.4,80927,27.0,"1,000,000+",Free,0.0,Everyone,Entertainment,2018-07-31,7,4.0 and up,1000000,False
5183,ALPHA - Artificial Intelligence,FAMILY,4.0,51,3.2,"1,000+",Free,0.0,Everyone,Entertainment,2018-06-03,1,4.0 and up,1000,False
5184,Artificial Intelligence,FAMILY,3.9,339,4.2,"50,000+",Free,0.0,Everyone,Education,2018-04-05,6,4.0 and up,50000,False
5185,Orbita AI — Exciting mobile puzzles & riddles,FAMILY,4.6,116973,31.0,"1,000,000+",Free,0.0,Everyone,Puzzle,2018-03-29,1,4.1 and up,1000000,False
5186,SMS AI Bot,TOOLS,3.8,89,3.9,"10,000+",Free,0.0,Everyone,Tools,2018-07-01,3,4.1 and up,10000,False
5187,ChatBot AI Talking Girl,FAMILY,3.8,3597,25.0,"100,000+",Free,0.0,Everyone 10+,Entertainment,2018-07-31,1,4.0.3 and up,100000,False
5189,Youper - AI Therapy,MEDICAL,4.6,1976,69.0,"50,000+",Free,0.0,Everyone,Medical,2018-08-03,6,6.0 and up,50000,False
5190,ParaTek Ai Speech generator,TOOLS,3.6,448,4.3,"50,000+",Free,0.0,Everyone,Tools,2017-03-23,1,1.6 and up,50000,False
5191,Extreme- Personal Voice Assistant,PRODUCTIVITY,4.4,25627,9.8,"1,000,000+",Free,0.0,Everyone,Productivity,2018-08-05,132,5.0 and up,1000000,False
5192,AI Face Beauty Analysis - IntelliFace (Free),BEAUTY,3.1,40,13.0,"10,000+",Free,0.0,Everyone,Beauty,2018-04-11,20,4.1 and up,10000,False
5193,Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,4.2,55313,16.0,"1,000,000+",Free,0.0,Everyone,Maps & Navigation,2018-08-05,4,4.1 and up,1000000,False
5194,Learn Artificial Intelligence,FAMILY,4.6,27,4.2,"10,000+",Free,0.0,Everyone,Education,2018-07-14,1,4.1 and up,10000,False
5195,AI Benchmark,TOOLS,4.0,97,99.0,"5,000+",Free,0.0,Everyone,Tools,2018-06-29,2,4.1 and up,5000,False
5196,AI Today : Artificial Intelligence News & AI 101,NEWS_AND_MAGAZINES,5.0,43,2.3,100+,Free,0.0,Everyone,News & Magazines,2018-06-22,1,4.4 and up,100,False
5197,Tomo A.i. Pet Chat Bot,FAMILY,3.3,40,3.6,"1,000+",Free,0.0,Everyone,Entertainment,2017-05-15,1,4.0.3 and up,1000,False
5198,Puck AI Personal Assistant Robot,PRODUCTIVITY,4.1,22,26.0,"1,000+",Free,0.0,Everyone,Productivity,2017-11-02,1,4.0.3 and up,1000,False
5199,Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3.2,100+,Free,0.0,Everyone,Productivity,2017-11-04,1,4.1 and up,100,False
5200,Chat With Artificial Intelligence,FAMILY,3.2,32,2.8,"1,000+",Free,0.0,Everyone,Entertainment,2018-05-10,1,4.0 and up,1000,False
5201,Friday: Smart Personal Assistant,PRODUCTIVITY,4.4,2087,8.3,"100,000+",Free,0.0,Everyone,Productivity,2018-06-24,20,5.0 and up,100000,False
5203,Virtual Eye AI,TOOLS,4.4,26,3.8,500+,Free,0.0,Everyone,Tools,2018-05-27,1,4.0 and up,500,False
5204,Lyra Virtual Assistant,PRODUCTIVITY,4.5,41624,3.4,"1,000,000+",Free,0.0,Everyone,Productivity,2018-05-24,1,4.0.3 and up,1000000,False
5205,2048(AI),FAMILY,4.3,20,3.5,"1,000+",Free,0.0,Everyone,Casual,2015-06-03,0,2.3 and up,1000,False
5206,ai robot keyboard,PERSONALIZATION,4.7,1891,1.9,"100,000+",Free,0.0,Everyone,Personalization,2018-05-24,10001008,4.0.3 and up,100000,False
5207,AI with Python Tutorial,FAMILY,4.4,8,3.3,"5,000+",Free,0.0,Everyone,Education,2018-06-05,1,4.1 and up,5000,False
5210,FaceApp,PHOTOGRAPHY,4.4,346681,7.1,"10,000,000+",Free,0.0,Everyone,Photography,2018-02-10,2,4.4 and up,10000000,False
5211,Message AI - Write Better Messages (Free),SOCIAL,3.7,3,7.9,100+,Free,0.0,Everyone,Social,2018-07-04,1,5.0 and up,100,False
5212,ChatBolo - AI Chatbot Online,FAMILY,3.3,1407,1.4,"100,000+",Free,0.0,Everyone,Entertainment,2015-09-25,2,2.2 and up,100000,False
5214,MiAI (Artificial Intelligence) Assistant,PRODUCTIVITY,3.7,3,7.5,100+,Free,0.0,Everyone,Productivity,2018-03-01,11,4.1 and up,100,False
5215,AI Draw | Art Filter for Selfie,PHOTOGRAPHY,3.0,20,4.3,"1,000+",Paid,2.99,Everyone,Photography,2018-06-18,1,5.0 and up,1000,False
5216,Turbo AI™ - Personal assistant,PRODUCTIVITY,2.6,91,2.8,"5,000+",Free,0.0,Everyone,Productivity,2018-07-16,0,4.0.3 and up,5000,False
5219,AI Sight,PRODUCTIVITY,3.5,43,48.0,"1,000+",Free,0.0,Everyone,Productivity,2018-06-18,1,4.0.3 and up,1000,False
5220,Jarvis artificial intelligent,FAMILY,3.9,253,14.0,"10,000+",Free,0.0,Everyone,Entertainment,2018-03-28,1,2.3 and up,10000,False
5221,Age of AI: War Strategy,FAMILY,4.6,71,5.7,500+,Paid,2.49,Everyone,Strategy,2018-03-14,1,4.0 and up,500,False
5222,DREAM-e: Dream Analysis A.I.,LIFESTYLE,3.8,89,0.939,"10,000+",Free,0.0,Everyone,Lifestyle,2013-02-18,2,2.1 and up,10000,True
5223,Animal Jam - Play Wild!,FAMILY,4.6,361734,58.0,"5,000,000+",Free,0.0,Everyone,Casual;Pretend Play,2018-08-02,28,4.1 and up,5000000,False
5224,AJ Jump: Animal Jam Kangaroos!,GAME,4.4,2975,42.0,"50,000+",Paid,1.99,Everyone,Arcade,2016-03-07,1,4.0 and up,50000,False
5225,AJ Academy: Amazing Animals,FAMILY,4.5,1564,35.0,"50,000+",Free,0.0,Everyone,Educational;Education,2018-05-25,1,4.1 and up,50000,False
5226,Dash Tag - Fun Endless Runner!,FAMILY,4.5,6750,43.0,"100,000+",Free,0.0,Everyone,Casual,2018-06-13,2,4.3 and up,100000,False
5227,Jamaa Amino for Animal Jam,SOCIAL,4.7,3873,63.0,"10,000+",Free,0.0,Teen,Social,2018-07-13,1,4.0.3 and up,10000,False
5228,Tunnel Town,FAMILY,4.4,74744,60.0,"1,000,000+",Free,0.0,Everyone,Strategy,2018-07-26,1,4.1 and up,1000000,False
5230,AJ Cam,PHOTOGRAPHY,5.0,44,2.8,100+,Free,0.0,Everyone,Photography,2018-01-23,1,4.1 and up,100,False
5233,Club Penguin Island,FAMILY,2.8,107441,32.0,"1,000,000+",Free,0.0,Everyone,Casual;Action & Adventure,2018-07-10,1,4.4 and up,1000000,False
5235,AJ Official,FAMILY,4.6,31,7.3,500+,Free,0.0,Everyone,Education,2017-05-03,0,2.3 and up,500,False
5236,AJ Bell Youinvest,FINANCE,2.8,135,5.3,"10,000+",Free,0.0,Everyone,Finance,2018-06-04,2,4.4 and up,10000,False
5237,Hey AJ! It's Saturday!,BOOKS_AND_REFERENCE,5.0,12,50.0,100+,Paid,3.99,Everyone,Books & Reference,2016-06-13,1,2.2 and up,100,False
5238,Selfie With Champion AJ Style,PHOTOGRAPHY,5.0,2,7.5,500+,Free,0.0,Everyone,Photography,2018-01-08,1,3.2 and up,500,False
5239,Baby Game Animal Jam Free,GAME,2.8,9,26.0,500+,Free,0.0,Everyone,Board,2017-03-24,1,2.3 and up,500,False
5241,Blackjack aj Poker,GAME,3.8,8,4.2,"1,000+",Free,0.0,Teen,Card,2016-10-19,1,2.3.3 and up,1000,False
5242,Bonza Poly Art - Tenkyu Animal Jam for Kids,FAMILY,4.1,22,31.0,"1,000+",Free,0.0,Everyone,Puzzle,2018-08-03,1,4.1 and up,1000,False
5244,AJ Player,VIDEO_PLAYERS,4.8,18,1.7,100+,Free,0.0,Everyone,Video Players & Editors,2018-04-22,1,5.0 and up,100,False
5245,AJ RETAILS,SHOPPING,5.0,9,0.169,10+,Free,0.0,Everyone,Shopping,2018-06-01,18060104,2.2 and up,10,True
5246,Hey AJ! It's Bedtime!,FAMILY,5.0,1,63.0,10+,Paid,4.99,Everyone,Education,2018-04-04,1,2.3 and up,10,False
5248,AJ Percent Off Calculator,SHOPPING,4.4,134,0.045,"10,000+",Free,0.0,Everyone,Shopping,2013-06-04,1,2.2 and up,10000,True
5251,AJ Men's Grooming,LIFESTYLE,5.0,2,22.0,100+,Free,0.0,Everyone,Lifestyle,2017-08-28,5,4.1 and up,100,False
5252,Watch Face Swiss AJ-6,PERSONALIZATION,4.1,21,3.6,100+,Paid,0.99,Everyone,Personalization,2017-09-20,1,4.3 and up,100,False
5254,AJ Styles HD Wallpapers,ART_AND_DESIGN,4.8,48,25.0,"5,000+",Free,0.0,Everyone,Art & Design,2018-08-04,1,4.1 and up,5000,False
5257,AJ Gray Icon Pack,PERSONALIZATION,4.8,5,35.0,50+,Paid,0.99,Everyone,Personalization,2018-04-22,1,4.1 and up,50,False
5258,AJ Styles Wallpaper 2018 - AJ Styles HD Wallpaper,ART_AND_DESIGN,4.0,18,3.6,"1,000+",Free,0.0,Everyone,Art & Design,2018-03-22,1,4.0 and up,1000,False
5260,AJ Gray Dark Icon Pack,PERSONALIZATION,5.0,2,35.0,10+,Paid,0.99,Everyone,Personalization,2018-04-29,1,4.1 and up,10,False
5261,Little Pets Animal Guardians,FAMILY,4.6,18893,91.0,"100,000+",Free,0.0,Everyone,Casual;Pretend Play,2018-06-09,1,4.0.3 and up,100000,False
5263,AJ Blue Icon Pack,PERSONALIZATION,5.0,4,31.0,50+,Paid,0.99,Everyone,Personalization,2018-04-27,1,4.1 and up,50,False
5267,My Wild Pet: Online Animal Sim,FAMILY,4.5,26916,67.0,"500,000+",Free,0.0,Everyone,Casual;Pretend Play,2017-03-17,2,4.0.3 and up,500000,False
5268,AJ Rafael Music Lessons,FAMILY,5.0,1,8.2,10+,Free,0.0,Everyone,Entertainment,2017-11-29,1,4.1 and up,10,False
5272,How it works: AK-74N,FAMILY,4.4,1031,48.0,"100,000+",Free,0.0,Everyone,Entertainment,2018-01-09,2,4.0.3 and up,100000,False
5273,AK-47: Simulator and Shooting,FAMILY,4.0,345,14.0,"100,000+",Free,0.0,Everyone 10+,Simulation,2016-11-11,1,3.0 and up,100000,False
5275,AK-47 Sounds,FAMILY,3.9,656,2.9,"500,000+",Free,0.0,Everyone 10+,Entertainment,2016-09-14,2,2.3.3 and up,500000,False
5276,AK 47 Live Wallpaper,PERSONALIZATION,4.1,585,4.4,"50,000+",Free,0.0,Everyone,Personalization,2018-06-20,1,4.1 and up,50000,False
5277,Puppy Shooting an AK-47: Platformer Zombie Game,GAME,4.8,21,89.0,"1,000+",Free,0.0,Everyone,Arcade,2018-03-30,0,4.4 and up,1000,False
5278,AK Interactive,FAMILY,4.3,734,13.0,"10,000+",Free,0.0,Everyone,Entertainment,2018-07-12,2,4.0 and up,10000,False
5279,AK-47 sounds,FAMILY,3.9,7,3.8,"1,000+",Free,0.0,Everyone,Entertainment,2018-06-18,568,4.0 and up,1000,False
5280,Wallpapers AK 47 Guns,PERSONALIZATION,4.5,37,15.0,"5,000+",Free,0.0,Teen,Personalization,2017-02-26,1,4.1 and up,5000,False
5282,AK-47 Assault Rifle,FAMILY,3.7,165,25.0,"10,000+",Free,0.0,Teen,Entertainment,2015-04-26,1,2.3 and up,10000,False
5283,Crisis Action: 2018 NO.1 FPS,GAME,4.3,807226,34.0,"10,000,000+",Free,0.0,Teen,Action,2018-07-11,3,4.0.3 and up,10000000,False
5284,AK 47 Guns Wallpaper,PERSONALIZATION,4.2,322,6.8,"50,000+",Free,0.0,Everyone,Personalization,2017-05-29,1,4.1 and up,50000,False
5285,AK-47 3D,GAME,3.7,91,24.0,"10,000+",Free,0.0,Everyone,Action,2016-12-25,3,2.3 and up,10000,False
5286,Book of AK-47,LIFESTYLE,3.8,6,3.4,500+,Free,0.0,Everyone,Lifestyle,2016-03-01,1,4.0.3 and up,500,False
5287,Weapon stripping 3D,FAMILY,4.6,23971,24.0,"1,000,000+",Free,0.0,Everyone,Simulation,2018-08-04,39,4.1 and up,1000000,False
5291,Weapon AK-74 Live Wallpaper,PERSONALIZATION,3.3,25,46.0,"1,000+",Free,0.0,Everyone,Personalization,2017-03-28,1,4.0.3 and up,1000,False
5292,Shoot M-16 vs AK-47 : realistic weapon simulator,FAMILY,3.0,2,33.0,100+,Free,0.0,Everyone,Simulation,2018-07-18,1,4.1 and up,100,False
5293,Counter Terrorist Attack,GAME,3.9,145931,43.0,"10,000,000+",Free,0.0,Teen,Action,2018-05-31,5,2.3 and up,10000000,False
5294,RULES OF SURVIVAL,GAME,4.2,1343106,56.0,"10,000,000+",Free,0.0,Teen,Action,2018-08-01,1,4.0 and up,10000000,False
5295,AK47 Assault Rifle,TOOLS,3.9,54,2.8,"10,000+",Free,0.0,Everyone,Tools,2015-05-02,1,2.2 and up,10000,False
5297,Weapons simulator AK-47,FAMILY,4.1,21,26.0,"5,000+",Free,0.0,Everyone,Simulation,2017-05-15,1,4.1 and up,5000,False
5299,AK 47 Lock Screen,PERSONALIZATION,4.6,5,8.8,500+,Free,0.0,Mature 17+,Personalization,2018-02-11,1,4.0.3 and up,500,False
5304,AK Phone,COMMUNICATION,4.4,9,4.2,"5,000+",Free,0.0,Everyone,Communication,2017-05-29,3,2.2 and up,5000,False
5305,AK Booster,TOOLS,3.8,71,7.0,"10,000+",Free,0.0,Everyone,Tools,2018-05-02,2,4.4 and up,10000,False
5306,GUN ZOMBIE,GAME,4.4,243121,38.0,"5,000,000+",Free,0.0,Teen,Arcade,2014-10-17,5,2.3 and up,5000000,False
5308,AK Lodi Films,VIDEO_PLAYERS,4.9,23,2.1,100+,Free,0.0,Everyone,Video Players & Editors,2015-08-11,1,4.0 and up,100,False
5309,Gun Mod: Guns in Minecraft PE,FAMILY,3.6,33812,12.0,"5,000,000+",Free,0.0,Teen,Entertainment,2018-07-30,2,4.1 and up,5000000,False
5310,Kymco AK 550,AUTO_AND_VEHICLES,4.3,47,58.0,"1,000+",Free,0.0,Everyone,Auto & Vehicles,2016-11-11,1,2.3 and up,1000,False
5311,AK Math Coach,FAMILY,3.6,283,18.0,"50,000+",Free,0.0,Everyone,Education,2015-05-19,1,2.3.3 and up,50000,False
5312,Shoot Strike War Fire,GAME,4.1,82827,20.0,"10,000,000+",Free,0.0,Teen,Arcade,2018-07-13,1,4.0 and up,10000000,False
5313,AL.com,NEWS_AND_MAGAZINES,3.4,803,8.0,"50,000+",Free,0.0,Everyone 10+,News & Magazines,2018-07-23,3,4.1 and up,50000,False
5314,University of Alabama,FAMILY,4.5,302,3.0,"50,000+",Free,0.0,Everyone,Education,2017-11-30,3,4.1 and up,50000,False
5315,Alabama Gameday Live,SPORTS,4.7,19,12.0,"1,000+",Free,0.0,Everyone,Sports,2018-05-18,2,4.2 and up,1000,False
5316,AL.com: Alabama Football News,SPORTS,4.5,459,8.0,"10,000+",Free,0.0,Everyone 10+,Sports,2018-07-23,3,4.1 and up,10000,False
5317,Alabama Road Trips,TRAVEL_AND_LOCAL,4.4,71,28.0,"10,000+",Free,0.0,Everyone,Travel & Local,2017-10-27,1,4.0 and up,10000,False
5318,Alabama DMV Permit Test - AL,FAMILY,4.3,218,29.0,"10,000+",Free,0.0,Everyone,Education,2018-02-15,6,4.4 and up,10000,False
5319,Al-Quran (Free),BOOKS_AND_REFERENCE,4.6,218451,4.7,"10,000,000+",Free,0.0,Everyone,Books & Reference,2018-05-20,3,4.0 and up,10000000,False
5320,Official AL Fishing & Hunting,TRAVEL_AND_LOCAL,4.2,1291,40.0,"50,000+",Free,0.0,Everyone,Travel & Local,2017-10-18,5,4.4 and up,50000,False
5321,Al Quran (Tafsir & by Word),BOOKS_AND_REFERENCE,4.8,57400,14.0,"500,000+",Free,0.0,Everyone,Books & Reference,2018-07-30,1,4.0 and up,500000,False
5323,Al Quran Indonesia,BOOKS_AND_REFERENCE,4.8,445756,16.0,"10,000,000+",Free,0.0,Everyone,Books & Reference,2018-05-15,2,4.0 and up,10000000,False
5324,Al'Quran Bahasa Indonesia,BOOKS_AND_REFERENCE,4.6,361780,9.7,"10,000,000+",Free,0.0,Everyone,Books & Reference,2018-05-30,4,2.3 and up,10000000,False
5325,Al Quran Al karim,BOOKS_AND_REFERENCE,4.6,41608,49.0,"1,000,000+",Free,0.0,Everyone,Books & Reference,2017-11-05,1,2.2 and up,1000000,False
5326,Al jazeera TV,FAMILY,4.6,9952,3.7,"100,000+",Free,0.0,Teen,Entertainment,2016-07-05,1,4.0.3 and up,100000,False
5328,Al-Muhaffiz,BOOKS_AND_REFERENCE,4.7,2319,27.0,"50,000+",Free,0.0,Everyone,Books & Reference,2018-04-22,10,4.1 and up,50000,False
5329,Al Quran Audio (Full 30 Juz),FAMILY,4.7,7878,3.6,"1,000,000+",Free,0.0,Everyone,Education,2017-05-29,4,2.3 and up,1000000,False
5330,Quran for All (Al-Huda Int.),FAMILY,4.8,6696,5.3,"100,000+",Free,0.0,Everyone,Education,2018-02-07,3,4.0 and up,100000,False
5331,AL Voice Recorder,PRODUCTIVITY,3.6,4832,2.4,"1,000,000+",Free,0.0,Everyone,Productivity,2016-11-22,2,3.0 and up,1000000,False
5332,Ayat - Al Quran,FAMILY,4.7,173394,8.5,"5,000,000+",Free,0.0,Everyone,Education,2018-03-13,2,4.0 and up,5000000,False
5333,Quran Juz-30 - Mahad al Zahra,FAMILY,4.6,2654,6.7,"100,000+",Free,0.0,Everyone,Education,2016-11-02,1,2.2 and up,100000,False
5335,Al Mayadeen,NEWS_AND_MAGAZINES,4.7,13620,9.0,"500,000+",Free,0.0,Everyone,News & Magazines,2018-04-16,2,4.1 and up,500000,False
5336,Al-Quran Al-Muallim,FAMILY,4.5,199,0.266,"10,000+",Free,0.0,Everyone,Education,2013-09-11,1,2.2 and up,10000,True
5338,Al-Quran 30 Juz free copies,BOOKS_AND_REFERENCE,4.5,12322,27.0,"500,000+",Free,0.0,Everyone,Books & Reference,2016-12-17,3,2.3 and up,500000,False
5339,Koran Read &MP3 30 Juz Offline,BOOKS_AND_REFERENCE,4.8,29551,67.0,"1,000,000+",Free,0.0,Everyone,Books & Reference,2018-04-06,1,4.0.3 and up,1000000,False
